# CosIng Ingredients-Fragrance Inventory v2 (EU Commission open data); official CSV export dated 2020-12-30 (data last update 2020-12-15), retrieved via Internet Archive snapshot 20201230181855
# columns: inci_name,functions (functions ';'-separated, lowercase)
inci_name,functions
HYDROLYZED ACTIN,hair conditioning;skin conditioning
HYDROLYZED ACTINIDIA ARGUTA LEAF EXTRACT,skin conditioning
HYDROLYZED ADANSONIA DIGITATA EXTRACT,skin conditioning - emollient
HYDROLYZED ADANSONIA DIGITATA SEED EXTRACT,hair conditioning
HYDROLYZED AGAR,skin protecting
HYDROLYZED AGAVE TEQUILANA STEM EXTRACT,humectant;skin conditioning
HYDROLYZED AGRIMONIA PILOSA LEAF EXTRACT,skin conditioning
HYDROLYZED ALBUMEN,antistatic;hair conditioning;skin conditioning;viscosity controlling
HYDROLYZED ALGAE EXTRACT,skin conditioning
HYDROLYZED ALGIN,hair conditioning
HYDROLYZED ALNUS JAPONICA STEM EXTRACT,skin conditioning;skin protecting
HYDROLYZED ALOE BARBADENSIS LEAF,hair conditioning;skin conditioning
HYDROLYZED ALOE BARBADENSIS LEAF EXTRACT,skin conditioning
HYDROLYZED ALOE BARBADENSIS LEAF JUICE,hair conditioning;skin conditioning
HYDROLYZED ALPINIA ZERUMBET,skin conditioning
HYDROLYZED AMARANTH PROTEIN,skin conditioning
HYDROLYZED AMORPHOPHALLUS KONJAC ROOT,humectant
HYDROLYZED ANANAS SATIVUS FRUIT,astringent;humectant;skin protecting
HYDROLYZED ANNONA CHERIMOLA FRUIT EXTRACT,antioxidant;skin conditioning
HYDROLYZED ANTLER VELVET,skin conditioning
HYDROLYZED ANTLER VELVET EXTRACT,humectant;skin conditioning;skin conditioning - emollient
HYDROLYZED ARTEMISIA VULGARIS LEAF,humectant;skin conditioning
HYDROLYZED ARTHROSPIRA EXTRACT,hair conditioning;humectant;skin conditioning;skin protecting
HYDROLYZED ASPARAGOPSIS ARMATA EXTRACT,skin protecting
HYDROLYZED ASPERGILLUS/BRASSICA NAPUS SEED FERMENT FILTRATE EXTRACT,skin conditioning
HYDROLYZED ASPERGILLUS/GINSENG EXTRACT FERMENT,antioxidant;bleaching
HYDROLYZED ASPERGILLUS/RICE FERMENT FILTRATE,humectant;skin conditioning
HYDROLYZED ASPERGILLUS/SACCHAROMYCES/HORDEUM VULGARE FERMENT EXTRACT FILTRATE,skin conditioning - emollient
HYDROLYZED ASPERGILLUS/SACCHAROMYCES/RICE FERMENT LEES EXTRACT,skin conditioning
HYDROLYZED AVOCADO PROTEIN,skin conditioning
HYDROLYZED BAMBUSA ARUNDINACEA EXTRACT,skin conditioning
HYDROLYZED BANANA FRUIT,astringent;skin protecting
HYDROLYZED BARLEY PROTEIN,hair conditioning;skin conditioning
HYDROLYZED BEE LARVA EXTRACT,skin conditioning - emollient
HYDROLYZED BEE LARVA/PUPA EXTRACT,skin conditioning - emollient
HYDROLYZED BEESWAX,emulsion stabilising;light stabilizer;surfactant - cleansing;surfactant - emulsifying
HYDROLYZED BETA MARITIMA EXTRACT,bleaching
HYDROLYZED BETA-GLUCAN,skin conditioning
HYDROLYZED BIFIDA/ENTEROCOCCUS FAECIUM/LACTOBACILLUS/STREPTOCOCCUS THERMOPHILUS/SOYMILK FERMENT CURD,hair conditioning;humectant;skin conditioning
HYDROLYZED BIFIDA/SOYMILK FERMENT FILTRATE,skin conditioning
HYDROLYZED BORAGE SEED OIL,hair conditioning;skin conditioning
HYDROLYZED BORAGE SEED OIL EXTRACT,antioxidant
HYDROLYZED BRASSICA ALBA SEED EXTRACT,skin conditioning
HYDROLYZED BRASSICA NAPUS SEEDCAKE EXTRACT,skin conditioning
HYDROLYZED BRASSICA OLERACEA ACEPHALA EXTRACT,hair conditioning;skin conditioning
HYDROLYZED BRAZIL NUT PROTEIN,hair conditioning;skin conditioning
HYDROLYZED CAESALPINIA SPINOSA GUM,absorbent;hair conditioning;skin conditioning;skin conditioning - emollient
HYDROLYZED CALCIUM HYALURONATE,skin conditioning
HYDROLYZED CALENDULA OFFICINALIS FLOWER EXTRACT,skin protecting
HYDROLYZED CALF LIGAMENTS/LIVER/SKIN,skin conditioning
HYDROLYZED CALF SKIN,not reported
HYDROLYZED CAMELLIA JAPONICA SEED OIL EXTRACT,skin conditioning;skin conditioning - emollient
HYDROLYZED CAMELLIA SINENSIS LEAF,humectant
HYDROLYZED CAMELLIA SINENSIS LEAF EXTRACT,anti-sebum;antioxidant;bleaching;skin conditioning
HYDROLYZED CAMELLIA SINENSIS LEAF/PHYLLOSTACHYS BAMBUSOIDES LEAF/STEM/PANAX GINSENG ROOT,humectant;skin conditioning
HYDROLYZED CAMELLIA SINENSIS SEED EXTRACT,antioxidant;skin conditioning;skin protecting
HYDROLYZED CANDELILLA WAX,emulsion stabilising;skin conditioning
HYDROLYZED CANDIDA BOMBICOLA EXTRACT,cleansing;surfactant - cleansing
HYDROLYZED CANDIDA BOMBICOLA/GLUCOSE/RAPESEED ACID FERMENT EXTRACT,cleansing;surfactant - cleansing
HYDROLYZED CANDIDA SAITOANA EXTRACT,skin protecting
HYDROLYZED CANNABIS SATIVA SEED EXTRACT,hair conditioning;skin conditioning
HYDROLYZED CARNAUBA WAX,emulsion stabilising;skin conditioning
HYDROLYZED CARRAGEENAN,skin conditioning
HYDROLYZED CARROT EXTRACT,skin conditioning
HYDROLYZED CARROT ROOT EXTRACT,skin conditioning
HYDROLYZED CASEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED CASSIA ITALICA LEAF EXTRACT,hair conditioning
HYDROLYZED CAVIAR EXTRACT,skin conditioning
HYDROLYZED CELLULOSE,deodorant;hair conditioning;hair waving or straightening
HYDROLYZED CELLULOSE GUM,emulsion stabilising;film forming;viscosity controlling
HYDROLYZED CELOSIA CRISTATA FLOWER/SEED EXTRACT,skin protecting
HYDROLYZED CENTELLA ASIATICA EXTRACT,antioxidant;skin conditioning - humectant
HYDROLYZED CERATONIA SILIQUA GUM EXTRACT,hair conditioning
HYDROLYZED CERATONIA SILIQUA SEED EXTRACT,skin conditioning
HYDROLYZED CERCIDIUM FLORIDUM BARK,skin protecting
HYDROLYZED CHALAZA/EGG YOLK,skin conditioning;skin conditioning - emollient
HYDROLYZED CHENOPODIUM QUINOA BRAN EXTRACT,hair conditioning;skin conditioning
HYDROLYZED CHENOPODIUM QUINOA SEED,skin conditioning
HYDROLYZED CHESTNUT EXTRACT,skin protecting
HYDROLYZED CHICKEN CARTILAGE EXTRACT,hair conditioning;humectant;skin conditioning;skin conditioning - emollient;skin protecting
HYDROLYZED CHITIN,hair conditioning;skin conditioning
HYDROLYZED CHITOSAN,film forming;hair conditioning;skin conditioning
HYDROLYZED CHITOSAN FERULYL LINOLEATE,anti-sebum;antimicrobial;antioxidant;emulsion stabilising;skin conditioning
HYDROLYZED CHLORELLA VULGARIS EXTRACT,skin conditioning;skin conditioning - emollient
HYDROLYZED CHLORELLA VULGARIS PROTEIN,skin protecting
HYDROLYZED CHONDRUS CRISPUS EXTRACT,skin conditioning
HYDROLYZED CICER SEED EXTRACT,skin protecting
HYDROLYZED CINNAMOMUM CASSIA BARK EXTRACT,antimicrobial;antioxidant;bleaching
HYDROLYZED CITRUS AURANTIUM DULCIS FRUIT EXTRACT,skin protecting
HYDROLYZED CITRUS SPHAEROCARPA PEEL EXTRACT,humectant
HYDROLYZED CLADOSIPHON NOVAE-CALEDONIAE EXTRACT,skin conditioning
HYDROLYZED CLAM BODY EXTRACT,antioxidant;humectant;skin conditioning
HYDROLYZED COCKSCOMB,skin conditioning
HYDROLYZED COCKSCOMB EXTRACT,humectant
HYDROLYZED COCOA FRUIT,astringent;skin protecting
HYDROLYZED CODONOPSIS PILOSULA ROOT EXTRACT,bleaching;humectant
HYDROLYZED COIX LACRYMA-JOBI MA-YUEN SEED,humectant
HYDROLYZED COIX LACRYMA-JOBI MA-YUEN SEED EXTRACT,hair conditioning;skin conditioning
HYDROLYZED COLLAGEN,antistatic;film forming;hair conditioning;humectant;skin conditioning;skin conditioning - emollient
HYDROLYZED COLLAGEN EXTRACT,skin protecting
HYDROLYZED COLLAGEN PG-PROPYL DIMETHICONOL,hair conditioning;skin conditioning;surfactant - cleansing
HYDROLYZED COLLAGEN PG-PROPYL METHYLSILANEDIOL,hair conditioning;skin conditioning
HYDROLYZED COLLAGEN PG-PROPYL SILANETRIOL,hair conditioning;skin conditioning
HYDROLYZED COMARUM PALUSTRE ROOT/STEM EXTRACT,skin conditioning
HYDROLYZED COMMELINA COMMUNIS FLOWER/LEAF/STEM EXTRACT,skin conditioning
HYDROLYZED CONALBUMIN,skin conditioning
HYDROLYZED CONCHIOLIN PROTEIN,hair conditioning;skin conditioning
HYDROLYZED CORAL,skin conditioning
HYDROLYZED CORALLINA OFFICINALIS EXTRACT,skin conditioning
HYDROLYZED CORIANDRUM SATIVUM FRUIT EXTRACT,skin protecting
HYDROLYZED CORN PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED CORN STARCH,binding;humectant;skin conditioning;viscosity controlling
HYDROLYZED CORN STARCH HYDROXYETHYL ETHER,emulsion stabilising;humectant;viscosity controlling
HYDROLYZED CORN STARCH OCTENYLSUCCINATE,absorbent;binding;film forming
HYDROLYZED CORN/SOY/WHEAT PROTEIN THIOGLYCOLAMIDE/THIOPROPIONAMIDE,hair conditioning;skin conditioning
HYDROLYZED CORNUS WALTERI LEAF EXTRACT,skin conditioning
HYDROLYZED COTTONSEED EXTRACT,skin conditioning
HYDROLYZED COTTONSEED PROTEIN,hair conditioning;skin conditioning
HYDROLYZED COW PLACENTA EXTRACT,skin conditioning
HYDROLYZED CRANBERRY FRUIT/LEAF EXTRACT,skin protecting
HYDROLYZED CRITHMUM MARITIMUM,skin conditioning
HYDROLYZED CROSSOSTEPHIUM CHINENSE EXTRACT,anti-sebum;antioxidant;bleaching;skin conditioning
HYDROLYZED CUCUMBER FRUIT,skin conditioning;skin protecting
HYDROLYZED CUCURBITA PEPO SEEDCAKE,skin protecting
HYDROLYZED CYCLIZED (GASTRODIA ELATA ROOT/STEM EXTRACT/AMYLODEXTRIN),skin conditioning;skin protecting
HYDROLYZED CYPERUS ROTUNDUS ROOT EXTRACT,skin protecting
HYDROLYZED DNA,hair conditioning;skin conditioning
HYDROLYZED DROSERA RAMENTACEA LEAF,antioxidant;skin conditioning
HYDROLYZED DROSERA ROTUNDIFOLIA LEAF,antioxidant;skin conditioning
HYDROLYZED ECKLONIA CAVA EXTRACT,
HYDROLYZED EEL HEAD EXTRACT,skin conditioning;skin conditioning - emollient
HYDROLYZED EGG PROTEIN,hair conditioning
HYDROLYZED EGG SHELL MEMBRANE,humectant;skin conditioning
HYDROLYZED EGG YOLK,hair conditioning;skin conditioning;skin conditioning - emollient
HYDROLYZED EGG YOLK EXTRACT,skin conditioning;skin conditioning - emollient
HYDROLYZED ELAEOCARPUS SYLVESTRIS LEAF EXTRACT,skin conditioning
HYDROLYZED ELASTIN,hair conditioning;skin conditioning;skin conditioning - emollient
HYDROLYZED ENTEROMORPHA COMPRESSA,skin conditioning
HYDROLYZED ERAGROSTIS TEF SEED EXTRACT,skin conditioning - miscellaneous
HYDROLYZED ERUCA SATIVA LEAF,antioxidant;skin conditioning;skin conditioning - emollient;skin protecting
HYDROLYZED ERYTHRINA EDULIS SEED,film forming;hair conditioning;skin conditioning;skin conditioning - emollient
HYDROLYZED ETHYLENE/MA COPOLYMER,surfactant - cleansing;surfactant - emulsifying
HYDROLYZED EUGENIA EDULIS FRUIT,skin conditioning
HYDROLYZED EUGLENA GRACILIS EXTRACT,uv absorber
HYDROLYZED EUTERPE OLERACEA FRUIT,skin conditioning
HYDROLYZED EUTERPE OLERACEAE FRUIT,skin conditioning
HYDROLYZED EXTENSIN,hair conditioning;skin conditioning
HYDROLYZED F-FUCOIDAN,skin protecting
HYDROLYZED FIBROIN,hair conditioning;skin conditioning
HYDROLYZED FIBRONECTIN,hair conditioning;skin conditioning
HYDROLYZED FISH ARTERY EXRACT,humectant;skin conditioning;solvent
HYDROLYZED FISH CARTILAGE,skin conditioning
HYDROLYZED FISH EGG MEMBRANE EXTRACT FILTRATE,skin conditioning
HYDROLYZED FISH EGG SHELL EXTRACT,anti-sebum;bleaching;skin conditioning
HYDROLYZED FISH EXTRACT,skin conditioning - emollient
HYDROLYZED FISH SCALE EXTRACT,humectant
HYDROLYZED FISH SCALE/SKIN EXTRACT,humectant;skin conditioning;skin conditioning - emollient
HYDROLYZED FORSYTHIA VIRIDISSIMA FRUIT/(ACTAEA DAHURICA/GLYCYRRHIZA GLABRA /PAEONIA LACTIFLORA/PLATYCODON GRANDIFLORUS/PUERARIA MONTANA) ROOT EXTRACT,skin conditioning
HYDROLYZED FORSYTHIA VIRIDISSIMA FRUIT/(ANGELICA ACUTILOBA/CIMICIFUGA DAHURICA/GLYCYRRHIZA GLABRA (LICORICE)/PAEONIA LACTIFLORA/PLATYCODON GRANDIFLORUS/PUERARIA LOBATA) ROOT EXTRACT,skin conditioning - miscellaneous
HYDROLYZED FORSYTHIA VIRIDISSIMA FRUIT/(CIMICIFUGA DAHURICA/GLYCYRRHIZA GLABRA /PAEONIA LACTIFLORA/PLATYCODON GRANDIFLORUS/PUERARIA LOBATA) ROOT EXTRACT,skin protecting
HYDROLYZED FORSYTHIA VIRIDISSIMA FRUIT/ROOT EXTRACT,skin conditioning
HYDROLYZED FRUIT/MENTHA ARVENSIS LEAF/ROOT EXTRACT,skin conditioning
HYDROLYZED FUCUS VESICULOSUS EXTRACT,skin conditioning;smoothing;soothing
HYDROLYZED FUCUS VESICULOSUS PROTEIN,skin conditioning
HYDROLYZED FURCELLARAN,skin protecting
HYDROLYZED GADIDAE PROTEIN,film forming;skin conditioning;skin conditioning - emollient
HYDROLYZED GARCINIA MANGOSTANA FRUIT EXTRACT,skin conditioning
HYDROLYZED GARDENIA FLORIDA EXTRACT,antioxidant
HYDROLYZED GAULTHERIA FRAGRANTISSIMA/PROCUMBENS/PUNCTATA EXTRACT,skin conditioning
HYDROLYZED GELATIN,skin conditioning
HYDROLYZED GELIDIUM ELEGANS/GRACILARIA VERMICULOPHYLLA/GRACILARIA GIGAS/PTEROCLADIELLA CAPILLACEA/AHNFELTIA PLICATA EXTRACT,skin conditioning;skin conditioning - emollient
HYDROLYZED GERMINATED RICE GRAIN EXTRACT,humectant
HYDROLYZED GINSENG PROTEIN,antioxidant
HYDROLYZED GINSENG ROOT,skin conditioning
HYDROLYZED GINSENG ROOT EXTRACT,skin conditioning
HYDROLYZED GINSENG SAPONINS,skin conditioning
HYDROLYZED GLOSSOCARDIA BIDENS EXTRACT,anti-sebum;antioxidant;skin conditioning
HYDROLYZED GLUCOSYL STEVIOSIDE,anti-seborrheic;anti-sebum;antioxidant;skin conditioning
HYDROLYZED GLYCOSAMINOGLYCANS,hair conditioning;humectant;skin conditioning
HYDROLYZED GLYCOSAMINOGLYCANS EXTRACT,skin conditioning - emollient
HYDROLYZED GLYCYRRHIZINATE,skin conditioning
HYDROLYZED GOAT MILK EXTRACT,film forming;skin conditioning;skin protecting
HYDROLYZED GOLD OF PLEASURE,skin conditioning
HYDROLYZED GRACILARIOPSIS CHIANGII EXTRACT,skin conditioning
HYDROLYZED GRAPE CALLUS EXTRACT,antimicrobial;antioxidant;hair conditioning;skin conditioning;skin conditioning - emollient
HYDROLYZED GRAPE FRUIT,astringent;skin protecting
HYDROLYZED GRAPE FRUIT EXTRACT,humectant;skin conditioning
HYDROLYZED GRAPE SKIN,antioxidant;skin conditioning - emollient;skin protecting;uv absorber
HYDROLYZED GROUPER/JAGUAR CICHLID EXTRACT,humectant
HYDROLYZED GUAR,viscosity controlling
HYDROLYZED HAIR KERATIN,hair conditioning;skin conditioning
HYDROLYZED HALYMENIA DURVILLEI POLYSACCHARIDE,skin protecting
HYDROLYZED HAZELNUT PROTEIN,skin conditioning
HYDROLYZED HEMOGLOBIN,hair conditioning;skin conditioning
HYDROLYZED HEMP SEED EXTRACT,hair conditioning;skin conditioning
HYDROLYZED HEMP SEED PROTEIN,hair conditioning;skin conditioning
HYDROLYZED HEMP SEED PROTEIN HYDROXYPROPYLTRIMONIUM CHLORIDE,film forming;hair conditioning;skin conditioning;skin conditioning - emollient
HYDROLYZED HIBISCUS ESCULENTUS EXTRACT,skin conditioning
HYDROLYZED HIBISCUS SYRIACUS BARK EXTRACT,antioxidant;skin conditioning;skin protecting
HYDROLYZED HONEY,humectant
HYDROLYZED HONEY PROTEIN,hair conditioning;skin conditioning
HYDROLYZED HORSE AMNION EXTRACT,humectant;skin conditioning;skin conditioning - emollient
HYDROLYZED HORSE AMNION/PLACENTA/UMBILICAL EXTRACT,humectant;skin conditioning;skin conditioning - emollient
HYDROLYZED HORSE FAT EXTRACT,hair conditioning;skin conditioning;skin conditioning - emollient;skin protecting
HYDROLYZED HORSE PLACENTA EXTRACT,skin protecting
HYDROLYZED HORSE PLACENTA/UMBILICAL EXTRACT,humectant;skin conditioning
HYDROLYZED HORSE UMBILICAL EXTRACT,humectant;skin conditioning;skin conditioning - emollient
HYDROLYZED HUMAN ADIPOSE STROMAL CELL CULTURE EXTRACT,not reported
HYDROLYZED HUMAN PLACENTAL PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED HYALURONIC ACID,hair conditioning;humectant;skin conditioning
HYDROLYZED HYDROXYPROPYL STARCH OCTENYLSUCCINATE,antiplaque;emulsion stabilising;hair conditioning;hair fixing;humectant;skin conditioning;surfactant - cleansing;viscosity controlling
HYDROLYZED INONOTUS OBLIQUUS EXTRACT,skin conditioning;skin protecting
HYDROLYZED JATROPHA MACRANTHA BARK EXTRACT,skin conditioning - miscellaneous
HYDROLYZED JELLYFISH EXTRACT,humectant;skin conditioning
HYDROLYZED JOJOBA ESTERS,film forming;hair conditioning;skin conditioning
HYDROLYZED JOJOBA PROTEIN,hair conditioning;skin conditioning
HYDROLYZED JOJOBA SEED EXTRACT,film forming
HYDROLYZED KERATIN,antistatic;film forming;hair conditioning;humectant;skin conditioning
HYDROLYZED KERATIN PG-PROPYL METHYLSILANEDIOL,hair conditioning;skin conditioning
HYDROLYZED KERATIN PG-PROPYL SILANETRIOL,hair conditioning
HYDROLYZED KERATIN PG-PROPYLMETHYLSILANEDIOL,hair conditioning;skin conditioning
HYDROLYZED KLUYVEROMYCES EXTRACT,skin conditioning
HYDROLYZED KURODA'S SEA HARE EXTRACT,skin conditioning;skin conditioning - emollient
HYDROLYZED LAC,skin conditioning - emollient
HYDROLYZED LACTALBUMIN,skin conditioning
HYDROLYZED LACTOBACILLUS,hair conditioning
HYDROLYZED LACTOBACILLUS FERMENT,antioxidant
HYDROLYZED LACTOBACILLUS/STREPTOCOCCUS THERMOPHILUS/COLOSTRUM FERMENT EXTRACT,humectant;skin conditioning;skin conditioning - emollient
HYDROLYZED LAGENARIA SICERARIA FRUIT JUICE,skin conditioning
HYDROLYZED LAMINARIA JAPONICA EXTRACT,skin conditioning;skin protecting
HYDROLYZED LECITHIN EXTRACT,skin conditioning;skin conditioning - emollient;skin protecting
HYDROLYZED LEMON FRUIT EXTRACT,hair conditioning;skin conditioning
HYDROLYZED LEPIDIUM MEYENII ROOT,skin conditioning
HYDROLYZED LEPIDIUM MEYENII ROOT EXTRACT,skin conditioning
HYDROLYZED LIMONIUM LATIFOLIUM,skin protecting
HYDROLYZED LINDERA AGGREGATA POLYSACCHARIDES,skin protecting
HYDROLYZED LINSEED EXTRACT,skin conditioning
HYDROLYZED LINSEED SEED,film forming;hair conditioning;humectant;skin conditioning;skin protecting
HYDROLYZED LITCHI CHINENSIS FRUIT EXTRACT,skin conditioning
HYDROLYZED LOLA IMPLEXA EXTRACT,skin protecting
HYDROLYZED LUPINE PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED LUPINE PROTEIN OCTENYLSUCCINATE,skin protecting
HYDROLYZED LUPINE SEED EXTRACT,hair conditioning;skin conditioning
HYDROLYZED LUPINUS ALBUS FLOWER EXTRACT,skin protecting
HYDROLYZED LYCIUM BARBARUM FRUIT,skin conditioning
HYDROLYZED LYCIUM BARBARUM FRUIT EXTRACT,antioxidant;skin protecting
HYDROLYZED LYCOPERSICON ESCULENTUM FRUIT EXTRACT,skin conditioning;skin conditioning - emollient
HYDROLYZED MAGNOLIA OBOVATA BARK EXTRACT,skin conditioning
HYDROLYZED MALLOW LEAF EXTRACT,film forming;skin protecting
HYDROLYZED MALPIGHIA GLABRA FRUIT EXTRACT,flavouring;humectant
HYDROLYZED MALT EXTRACT,skin conditioning
HYDROLYZED MANGIFERA INDICA JUICE EXTRACT,skin conditioning
HYDROLYZED MANGO FRUIT,skin conditioning;skin protecting
HYDROLYZED MANGO JUICE EXTRACT,skin conditioning
HYDROLYZED MANIHOT ESCULENTA TUBER EXTRACT,skin conditioning
HYDROLYZED MAPLE SYCAMORE PROTEIN,hair conditioning;skin conditioning
HYDROLYZED MELON FRUIT,skin conditioning;skin conditioning - emollient
HYDROLYZED METSCHNIKOWIA AGAVES EXTRACT,skin protecting
HYDROLYZED METSCHNIKOWIA REUKAUFII EXTRACT,skin protecting
HYDROLYZED METSCHNIKOWIA SHANXIENSIS EXTRACT,skin protecting
HYDROLYZED MILK,skin conditioning;skin conditioning - emollient
HYDROLYZED MILK PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED MILLET,skin conditioning
HYDROLYZED MILLET SEED EXTRACT,skin protecting
HYDROLYZED MILT,hair conditioning;skin conditioning
HYDROLYZED MILT EXTRACT,skin conditioning
HYDROLYZED MONASCUS/RICE FERMENT FILTRATE,skin conditioning
HYDROLYZED MORINGA OLEIFERA SEED EXTRACT,skin conditioning
HYDROLYZED MORUS ALBA LEAF EXTRACT,humectant
HYDROLYZED MOTHER OF PEARL EXTRACT,antioxidant;antiplaque;bleaching;hair conditioning;humectant;skin conditioning
HYDROLYZED MULBERRY FRUIT,astringent;skin protecting
HYDROLYZED MYRICA GALE CALLUS CULTURE LYSATE FILTRATE,antioxidant;skin conditioning - humectant
HYDROLYZED MYRTUS COMMUNIS LEAF EXTRACT,skin protecting
HYDROLYZED MYTILUS EDULIS BYSSUS,skin conditioning
HYDROLYZED NETTLE LEAF EXTRACT,hair conditioning;humectant
HYDROLYZED NYMPHAEA TETRAGONA EXTRACT,antioxidant;bleaching;skin conditioning
HYDROLYZED OAT FLOUR,hair conditioning;skin conditioning
HYDROLYZED OAT PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED OATS,antistatic;hair conditioning;skin conditioning
HYDROLYZED OLIVE FRUIT,antioxidant;skin conditioning - emollient;skin protecting;uv absorber
HYDROLYZED OLIVE FRUIT EXTRACT,antioxidant
HYDROLYZED OLIVE LEAF EXTRACT,skin conditioning
HYDROLYZED OPLOPANAX ELATUS ROOT EXTRACT,skin conditioning
HYDROLYZED OPUNTIA FICUS-INDICA FLOWER EXTRACT,abrasive;skin protecting
HYDROLYZED OPUNTIA HUMIFUSA LEAF EXTRACT,skin conditioning;skin protecting
HYDROLYZED ORYZANOL,skin conditioning
HYDROLYZED OXIDIZED KERATIN,hair conditioning;skin conditioning
HYDROLYZED OYSTER EXTRACT,skin conditioning
HYDROLYZED OYSTER GLYCOPROTEIN,humectant;skin conditioning
HYDROLYZED OYSTER SHELL EXTRACT,skin conditioning
HYDROLYZED PALM SOPHOROLIPIDS,skin conditioning;skin protecting;surfactant - cleansing
HYDROLYZED PANAX GINSENG MERISTEM CELL,antioxidant;skin conditioning;skin protecting
HYDROLYZED PANAX GINSENG MERISTEM CELL EXTRACT,antioxidant;skin conditioning;skin protecting
HYDROLYZED PANAX GINSENG ROOT EXTRACT,antioxidant
HYDROLYZED PAPAYA FRUIT,skin conditioning
HYDROLYZED PASSIFLORA ALATA FRUIT,astringent;skin protecting
HYDROLYZED PASSIFLORA EDULIS FRUIT JUICE EXTRACT,humectant;skin conditioning
HYDROLYZED PEA,skin conditioning
HYDROLYZED PEA EXTRACT,humectant;skin conditioning;skin conditioning - emollient
HYDROLYZED PEA PROTEIN,antistatic;hair conditioning;skin conditioning;skin conditioning - emollient
HYDROLYZED PEA PROTEIN PG-PROPYL SILANETRIOL,hair conditioning;skin conditioning
HYDROLYZED PEARL,skin conditioning
HYDROLYZED PECTIN,skin conditioning
HYDROLYZED PEPPER FRUIT EXTRACT,skin protecting
HYDROLYZED PERILLA OCYMOIDES CALLUS EXTRACT,hair conditioning;skin conditioning;skin conditioning - emollient
HYDROLYZED PHAEODACTYLUM TRICORNUTUM EXTRACT,skin conditioning
HYDROLYZED PHASEOLUS RADIATUS SEED EXTRACT,humectant;skin conditioning;skin conditioning - emollient
HYDROLYZED PHOSPHOLIPIDS,skin conditioning
HYDROLYZED PHYLLOSTACHYS BAMBUSOIDES,humectant;skin conditioning
HYDROLYZED PHYLLOSTACHYS HETEROCYCLA/CHARCOAL/PAPAIN/BOYSENBERRY FRUIT FERMENT FILTRATE,skin conditioning;skin conditioning - emollient
HYDROLYZED PIG AMNION EXTRACT,skin conditioning;skin conditioning - emollient
HYDROLYZED PIG ARTERY EXTRACT,hair conditioning;nail conditioning;skin conditioning
HYDROLYZED PIG FEMUR EXTRACT,anti-sebum;hair conditioning;humectant;nail conditioning;skin conditioning
HYDROLYZED PIG INTESTINE EXTRACT,anti-sebum;hair conditioning;humectant;nail conditioning;skin conditioning
HYDROLYZED PIG LIVER EXTRACT,anti-sebum;hair conditioning;humectant;nail conditioning;skin conditioning
HYDROLYZED PIG PLACENTA EXTRACT,antioxidant
HYDROLYZED PIG SKIN EXTRACT,anti-sebum;hair conditioning;humectant;nail conditioning;skin conditioning
HYDROLYZED PIG TRACHEA EXTRACT,binding;bulking;dispersing non-surfactant;fragrance;perfuming
HYDROLYZED PINUS DENSIFLORA LEAF EXTRACT,skin conditioning
HYDROLYZED PINUS SIBIRICA SEEDCAKE EXTRACT,skin conditioning
HYDROLYZED PLACENTAL EXTRACT,skin conditioning
HYDROLYZED PLACENTAL PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED PLATANUS OCCIDENTALIS EXTRACT,skin conditioning
HYDROLYZED PLATYCARYA STROBILACEA FRUIT EXTRACT,skin conditioning
HYDROLYZED PLEUROTUS NEBRODENSIS MYCELIUM EXTRACT,antioxidant;skin protecting
HYDROLYZED PLEUROTUS OSTREATUS FRUITING BODY EXTRACT,skin conditioning
HYDROLYZED PLUKENETIA VOLUBILIS SEED EXTRACT,emulsion stabilising;film forming;skin conditioning
HYDROLYZED POLYGONUM MULTIFLORUM ROOT EXTRACT,skin conditioning;skin protecting
HYDROLYZED POLYGONUM TATARICUM BUD/SEED EXTRACT,skin conditioning
HYDROLYZED PORPHYRA YEZOENSIS,hair conditioning;humectant;skin conditioning
HYDROLYZED POTATO PROTEIN,antistatic;hair conditioning;skin conditioning
HYDROLYZED POTATO TUBER EXTRACT,emulsion stabilising;hair conditioning;skin conditioning
HYDROLYZED PROANTHOCYANIDIN,antioxidant;humectant;skin conditioning - emollient
HYDROLYZED PRUNE SEEDCAKE/MDI COPOLYMER,skin protecting
HYDROLYZED PRUNELLA VULGARIS EXTRACT,skin protecting
HYDROLYZED PRUNUS DOMESTICA,skin conditioning
HYDROLYZED PRUNUS DOMESTICA FRUIT EXTRACT,antimicrobial;antioxidant;skin conditioning;skin protecting
HYDROLYZED PSORALEA CORYLIFOLIA EXTRACT,skin conditioning
HYDROLYZED PUMPKIN SEEDCAKE,skin protecting
HYDROLYZED PUMPKIN SEEDCAKE EXTRACT,skin conditioning
HYDROLYZED PUNICA GRANATUM FRUIT EXTRACT,antioxidant;skin conditioning;skin protecting
HYDROLYZED PUNICA GRANATUM MESOCARP EXTRACT,humectant;skin conditioning;skin conditioning - emollient
